Id,SalePrice
1461,118744.94961611961
1462,151512.0101806902
1463,172121.10079975647
1464,199450.65586177667
1465,194199.5310100388
1466,181228.46756089025
1467,197668.9828646871
1468,169376.6414020037
1469,206532.69432998926
1470,115617.82328244194
1471,201339.8603955625
1472,112429.0170564506
1473,89088.73974866827
1474,150123.42251925787
1475,112832.45247734303
1476,316537.77270081465
1477,250305.84172651233
1478,292950.00702255045
1479,271865.48727284337
1480,403325.3564230619
1481,296500.4276310961
1482,212637.58588596538
1483,175001.89973300544
1484,171543.14204799978
1485,195076.4535009897
1486,206846.0087636729
1487,288522.78443651984
1488,262157.77305973286
1489,184362.11592231307
1490,228218.5615102329
1491,209019.40868326242
1492,88659.26618376828
1493,214512.26107694174
1494,293052.64977283997
1495,280990.6141362343
1496,217846.05584854318
1497,168280.91584949184
1498,153405.2618135399
1499,159389.99748884083
1500,150165.4095745586
1501,195313.79039278568
1502,143103.81626488932
1503,279125.94635283516
1504,245280.90462694215
1505,223209.05253739344
1506,202905.18605130806
1507,248547.47260468654
1508,204499.46597641858
1509,154901.20777204225
1510,144796.27501815034
1511,147332.85908369173
1512,189904.11570329068
1513,166082.54260941164
1514,160972.12362871028
1515,219736.80362208572
1516,174709.40690931107
1517,171552.3715187841
1518,121146.0932245896
1519,242230.26344378796
1520,123155.56025393645
1521,118880.31724867306
1522,201540.56571094075
1523,80630.78494000225
1524,109812.1373320393
1525,101579.34729981131
1526,86015.33295855392
1527,91384.53710548021
1528,152309.73776045314
1529,130325.32571290468
1530,238766.1909523198
1531,144731.9396760239
1532,121496.90418194316
1533,152585.5947893142
1534,125929.79259763064
1535,151648.48850770446
1536,98567.53477583034
1537,32385.416800416773
1538,182441.35914131242
1539,223166.1136531312
1540,116166.34468549665
1541,155000.86172729929
1542,135856.93108329328
1543,192581.41589145001
1544,73267.32338513632
1545,131393.85197092325
1546,136742.20984550973
1547,139563.68309856264
1548,137111.47815045028
1549,125232.79203812766
1550,126361.88941827265
1551,129608.2187295329
1552,134255.422477499
1553,168945.58082887263
1554,123661.95626238699
1555,163770.9762344606
1556,74400.11598775734
1557,98145.57337860018
1558,90665.2312505591
1559,76072.80277367763
1560,129571.34813244652
1561,130300.76896618784
1562,114529.771699709
1563,113001.82054648048
1564,152515.65844953188
1565,137472.2243083833
1566,247178.1355728066
1567,63514.44864056457
1568,222324.46946398207
1569,93625.83169111703
1570,138674.25678779988
1571,103763.47499546979
1572,137458.57729738683
1573,248635.09128458393
1574,116941.4890861992
1575,242168.36311503864
1576,260040.97791773282
1577,196594.854049486
1578,147073.47718546807
1579,134862.41919512616
1580,207011.64155140065
1581,136580.39261679596
1582,122955.18732243439
1583,309702.4408141362
1584,228558.72019732106
1585,154571.26681933494
1586,44311.8732702455
1587,94261.13579126459
1588,143009.66758207662
1589,103697.25553075166
1590,130791.25407026487
1591,79917.82625208376
1592,123793.85370707756
1593,139893.11189581698
1594,135777.26969561505
1595,123115.6420690351
1596,216415.50664671825
1597,171025.39141199726
1598,203476.02465134335
1599,198775.17271446332
1600,184104.8293271336
1601,22468.205453856848
1602,119582.24179265357
1603,58087.60516673932
1604,253708.12398228902
1605,266031.1950468641
1606,177744.64708000713
1607,169189.90455656534
1608,225216.14115554668
1609,194107.9915083357
1610,150884.77459306933
1611,159410.03980721103
1612,164860.10245650646
1613,170274.1416297009
1614,123238.1128775304
1615,78196.88935748173
1616,56120.59855998994
1617,59373.59319180017
1618,106111.76666921366
1619,152409.36835039093
1620,171323.8808757855
1621,133536.36841394717
1622,124757.12482037896
1623,261743.11500759484
1624,209578.16611582984
1625,118119.93427730951
1626,194121.77106355078
1627,194058.14158635767
1628,282080.2305582831
1629,192008.4513064124
1630,318582.49198238057
1631,214258.9826237319
1632,232777.54719487595
1633,185768.1710509506
1634,192394.64281560312
1635,184476.76481201936
1636,161928.58122618165
1637,198812.86787913152
1638,219600.30130835198
1639,204530.13050586235
1640,267970.5314208462
1641,200080.7372050571
1642,225978.8038070164
1643,226910.44881268585
1644,232791.1511333107
1645,234370.7549559697
1646,178538.04923641164
1647,174867.65522207104
1648,133775.17341936886
1649,129508.69575927657
1650,112346.39584559383
1651,109540.84211567946
1652,116079.97261732229
1653,117380.82646885206
1654,151143.62794961053
1655,150480.1506728194
1656,140589.49088409793
1657,153988.55377958197
1658,143937.44243419537
1659,129809.62764641544
1660,145454.0506454652
1661,378357.3078831485
1662,332361.6311611479
1663,328980.95796041744
1664,423624.5671878361
1665,290730.50241449656
1666,297985.1391773922
1667,306870.8729692087
1668,310734.0006087964
1669,293359.494644626
1670,312439.20886489324
1671,263860.3835425693
1672,385472.649484676
1673,289799.4161560896
1674,259623.65471461223
1675,189106.3641012094
1676,196907.56265841326
1677,216323.7330898947
1678,402633.31595060806
1679,327340.2341390845
1680,283478.6028918018
1681,246837.86206641368
1682,292674.5729402776
1683,194882.01567881665
1684,198401.82443964382
1685,175318.8021865505
1686,175128.28636907105
1687,177179.32478150836
1688,207226.67892002634
1689,205145.32616377663
1690,210239.90191678627
1691,198384.1748948751
1692,260789.23609001393
1693,178167.14561169193
1694,188361.51489412243
1695,179599.80824426416
1696,277028.4208869724
1697,184569.7230730012
1698,328855.3143635878
1699,305772.5209090192
1700,252769.06689953798
1701,277827.95334991923
1702,260803.34108889144
1703,261012.58723042434
1704,282964.3681964203
1705,237786.93893381458
1706,374874.57141751045
1707,194787.01219982695
1708,203849.25544669403
1709,272174.29292939504
1710,233052.8204388506
1711,271648.90400805156
1712,255840.90732268424
1713,265647.0883457348
1714,221258.97828516777
1715,203545.59780271322
1716,182805.51655887946
1717,186368.8857788953
1718,145311.20738826733
1719,213145.48624740163
1720,251840.7777549156
1721,178736.9943026881
1722,132818.39458778658
1723,159483.96683725802
1724,226741.01787362824
1725,234174.63943046768
1726,186663.07807154808
1727,152352.06261824764
1728,193431.6695241534
1729,169537.8055341448
1730,167153.2630227373
1731,116108.95481406752
1732,118579.68964993366
1733,106631.33701057889
1734,106563.9543714241
1735,124872.2169212675
1736,100733.6618651945
1737,332236.9417658685
1738,244554.29417963274
1739,275596.18734215986
1740,194222.27636402304
1741,187781.1101267314
1742,173250.27218563895
1743,179190.353805436
1744,299946.59155206213
1745,223166.37500898883
1746,223622.10980146326
1747,230216.69597286516
1748,229604.9423970782
1749,160688.04396418732
1750,147810.0252241012
1751,254920.58257695514
1752,109062.51787478867
1753,153945.81724340812
1754,230815.38731589
1755,170778.3260024832
1756,130189.23256106622
1757,96403.85249753442
1758,153071.73056058533
1759,180209.83785755694
1760,171792.34206967143
1761,165286.86585353565
1762,172230.03393968585
1763,171982.52457528742
1764,106268.82088330685
1765,199979.5936336554
1766,206761.79382131476
1767,250697.4145061145
1768,140487.6817495955
1769,183137.1980542682
1770,154863.56986890984
1771,112078.47798278829
1772,125564.30976825085
1773,107124.91042110737
1774,148090.12834678468
1775,139249.57481869188
1776,134732.99022021185
1777,96851.9583312347
1778,137883.7160305094
1779,119338.1775266765
1780,193955.7758661529
1781,114257.37797644146
1782,46930.04172385932
1783,136778.75165712665
